subject	activityname	Mean-TimeBodyGyroJerkStandardDiv-Y	Mean-TimeBodyGyroJerkStandardDiv-Z	Mean-TimeBodyAccelerationMagnitudeMean	Mean-TimeBodyAccelerationMagnitudeStandardDiv	Mean-TimeGravityAccelerationMagnitudeMean	Mean-TimeGravityAccelerationMagnitudeStandardDiv	Mean-TimeBodyAccelerationJerkMagnitudeMean	Mean-TimeBodyAccelerationJerkMagnitudeStandardDiv	Mean-TimeBodyGyroMagnitudeMean	Mean-TimeBodyGyroMagnitudeStandardDiv	Mean-TimeBodyGyroJerkMagnitudeMean	Mean-TimeBodyGyroJerkMagnitudeStandardDiv	Mean-FreqBodyAccelerationMean-X	Mean-FreqBodyAccelerationMean-Y	Mean-FreqBodyAccelerationMean-Z	Mean-FreqBodyAccelerationStandardDiv-X	Mean-FreqBodyAccelerationStandardDiv-Y	Mean-FreqBodyAccelerationStandardDiv-Z	Mean-FreqBodyAccelerationJerkMean-X	Mean-FreqBodyAccelerationJerkMean-Y	Mean-FreqBodyAccelerationJerkMean-Z	Mean-FreqBodyAccelerationJerkStandardDiv-X	Mean-FreqBodyAccelerationJerkStandardDiv-Y	Mean-FreqBodyAccelerationJerkStandardDiv-Z	Mean-FreqBodyGyroMean-X	Mean-FreqBodyGyroMean-Y	Mean-FreqBodyGyroMean-Z	Mean-FreqBodyGyroStandardDiv-X	Mean-FreqBodyGyroStandardDiv-Y	Mean-FreqBodyGyroStandardDiv-Z	Mean-FreqBodyAccelerationMagnitudeMean	Mean-FreqBodyAccelerationMagnitudeStandardDiv	Mean-FreqBodyBodyAccelerationJerkMagnitudeMean	Mean-FreqBodyBodyAccelerationJerkMagnitudeStandardDiv	Mean-FreqBodyBodyGyroMagnitudeMean	Mean-FreqBodyBodyGyroMagnitudeStandardDiv	Mean-FreqBodyBodyGyroJerkMagnitudeMean	Mean-FreqBodyBodyGyroJerkMagnitudeStandardDiv
12	LAYING	-0.965900370833333	-0.969953929666667	-0.9482046755	-0.936542686833333	-0.9482046755	-0.936542686833333	-0.969843834166667	-0.962580915166667	-0.9308405935	-0.935725715833333	-0.971067768833333	-0.962012018333333	-0.956248487666667	-0.951265971	-0.954724801666667	-0.955207641833333	-0.9506400405	-0.948380833666667	-0.968742758833333	-0.963223332	-0.967149695166667	-0.972820011166667	-0.964703656833333	-0.972713844666667	-0.9566538865	-0.95256172	-0.9456732415	-0.969254585333333	-0.955343675666667	-0.956424382333333	-0.9438674399	-0.942133255166667	-0.962448418666667	-0.961653004	-0.9454970225	-0.940373827666667	-0.963949607166667	-0.961911612333333
13	LAYING	-0.978854747419355	-0.989801549193548	-0.960517768225806	-0.947944746612903	-0.960517768225806	-0.947944746612903	-0.985467853870968	-0.980066243387097	-0.944303111935484	-0.944687480967742	-0.98544626483871	-0.975113305645161	-0.974716920483871	-0.965843757258064	-0.966295582741935	-0.966960088387097	-0.947462328225806	-0.945852135806452	-0.985199684354839	-0.980375137419355	-0.980994601935484	-0.98707817516129	-0.981394261612903	-0.983670049354839	-0.96946349	-0.968689729193548	-0.969126880322581	-0.973446792419355	-0.959944126451613	-0.969797214516129	-0.959535493548387	-0.949431319193548	-0.980754385967742	-0.978044349516129	-0.957681621290323	-0.946133432096774	-0.978150814032258	-0.972798632258065
14	LAYING	-0.968042893529412	-0.979711372941176	-0.905978250196078	-0.856593119215686	-0.905978250196078	-0.856593119215686	-0.972576392941176	-0.966450909019608	-0.904665418431373	-0.913433185882353	-0.975621183137255	-0.964009921960784	-0.933936178235294	-0.930366906078431	-0.927882307058824	-0.911972655156863	-0.905221049156863	-0.894055710980392	-0.972010709215686	-0.969342124313725	-0.968593195686275	-0.973491388039216	-0.969113291372549	-0.97491443	-0.949959040588235	-0.938087898235294	-0.949107162941176	-0.959740488627451	-0.929955407058824	-0.957790479803922	-0.899463668843137	-0.859606047058823	-0.96798859627451	-0.963607433921569	-0.930151731176471	-0.917760104901961	-0.966455343137255	-0.963666018039216
15	LAYING	-0.980482834444444	-0.980112732777778	-0.955340661527778	-0.943314107916667	-0.955340661527778	-0.943314107916667	-0.979890228194444	-0.973644462777778	-0.944605127222222	-0.924043007638889	-0.983235025416667	-0.973650041666667	-0.974016176527778	-0.962461124305556	-0.95156594625	-0.971718824583333	-0.964590430138889	-0.923923991944444	-0.981329999027778	-0.970833221666667	-0.97477568375	-0.983949290694444	-0.973215319722222	-0.980745097361111	-0.955413596111111	-0.964310893611111	-0.958190099861111	-0.958224495416667	-0.959991907083333	-0.960015831111111	-0.956001034027778	-0.94550856	-0.973681222777778	-0.972530077916667	-0.946812642361111	-0.923682244861111	-0.975727853888889	-0.972645710694444
16	LAYING	-0.989046576	-0.994465157714286	-0.961834634857143	-0.957895927714286	-0.961834634857143	-0.957895927714286	-0.988349656571429	-0.987891003571429	-0.951777099571429	-0.959020036285714	-0.990839526285714	-0.988212425428571	-0.980213187428571	-0.963635575142857	-0.974580069142857	-0.971409075142857	-0.937083636714286	-0.962524372714286	-0.988580046285714	-0.984752927142857	-0.985544945285714	-0.989287359142857	-0.986215013	-0.988348904571429	-0.975892407428571	-0.976092920571429	-0.985957788	-0.977509583571429	-0.968135251857143	-0.985730995857143	-0.968020521285714	-0.958111895857143	-0.987514525142857	-0.98724716	-0.970249638857143	-0.958975084	-0.988695277714286	-0.988058401142857
17	LAYING	-0.983135596619718	-0.988221713380282	-0.953021411126761	-0.948257993521127	-0.953021411126761	-0.948257993521127	-0.981607627887324	-0.980126745352113	-0.960733121690141	-0.959325498732394	-0.985542411126761	-0.982038121126761	-0.974359280140845	-0.954648102253521	-0.965406091549296	-0.972438525352113	-0.942791615915493	-0.950116956478873	-0.98147206915493	-0.977212387746479	-0.98038005915493	-0.983213244366197	-0.978343915774648	-0.983854158873239	-0.971949211126761	-0.973669098591549	-0.976164852112676	-0.977203498309859	-0.970627806901408	-0.978357126056338	-0.961046326338028	-0.949042531690141	-0.979687318732394	-0.979657231408451	-0.969014444788732	-0.96002383915493	-0.982765526478873	-0.981983437605634
18	LAYING	-0.990547638769231	-0.992548101846154	-0.986456241538462	-0.986464542615385	-0.986456241538462	-0.986464542615385	-0.98832154	-0.989526277538462	-0.980740846769231	-0.980560877846154	-0.993095122615385	-0.992153054	-0.985179972153846	-0.984909884615385	-0.988606906307692	-0.984321858307692	-0.986746450769231	-0.987224804307692	-0.986404709384615	-0.985865325230769	-0.989116865846154	-0.986641245846154	-0.986210701230769	-0.990744752923077	-0.992436927692308	-0.985611171384615	-0.984999291538462	-0.993019371692308	-0.983457774923077	-0.986483048153846	-0.986788412	-0.987648484461539	-0.988548418307692	-0.989710656769231	-0.984329092153846	-0.981468841692308	-0.991901007538462	-0.992737961692308
19	LAYING	-0.984607728915663	-0.986958363975904	-0.96626080686747	-0.963193489036145	-0.96626080686747	-0.963193489036145	-0.98478434	-0.980668287831325	-0.953263432771084	-0.955906646506024	-0.985342497710843	-0.980245510843374	-0.97453373	-0.972798824096386	-0.985340447349398	-0.962085001204819	-0.974832075662651	-0.984740998192771	-0.983478561807229	-0.974878270963855	-0.986506488795181	-0.985278006987952	-0.975964111566265	-0.988558703373494	-0.974196217590361	-0.972061003493976	-0.97393233253012	-0.983944795060241	-0.959831365783133	-0.975417523855422	-0.971957401325301	-0.964056773975904	-0.980621564096386	-0.979452188433735	-0.965624724457831	-0.957496024457831	-0.981890470361446	-0.97932784746988
20	LAYING	-0.981540062058823	-0.986670534411765	-0.960743126176471	-0.939489444558824	-0.960743126176471	-0.939489444558824	-0.984670073823529	-0.980161687058824	-0.9604473725	-0.962153597941176	-0.986749500882353	-0.981079301617647	-0.965728781617647	-0.965595958382353	-0.976392651323529	-0.960997907205882	-0.964960988382353	-0.971901324705882	-0.983889985147059	-0.9772207075	-0.982876212058823	-0.986213883088235	-0.978451446764706	-0.985707806323529	-0.982619403529412	-0.973120029558823	-0.972278603529412	-0.985154588529412	-0.973092518088235	-0.974995267058824	-0.952827071323529	-0.9418940855	-0.979695458088235	-0.979565196911765	-0.969832241176471	-0.964205915441177	-0.981119820588235	-0.981986152941177
21	LAYING	-0.981998497777778	-0.988749495666667	-0.952596583222222	-0.942186431444444	-0.952596583222222	-0.942186431444444	-0.982800330555556	-0.978552618777778	-0.949278890222222	-0.949289148	-0.985915906888889	-0.982246471555556	-0.968234375555556	-0.960069247	-0.961772190555556	-0.950929451222222	-0.957258971111111	-0.940919006555556	-0.984188841222222	-0.972039417111111	-0.981630805333333	-0.987061376777778	-0.973164432777778	-0.984925270666667	-0.973410473	-0.964968005222222	-0.980811216111111	-0.976226919888889	-0.946599855444444	-0.983270707333333	-0.953769071222222	-0.944449070888889	-0.978444123888889	-0.977604878888889	-0.962349012888889	-0.949736575111111	-0.982993315111111	-0.982305117444444
22	LAYING	-0.980484171388889	-0.978636301805555	-0.934993799305556	-0.909407761152778	-0.934993799305556	-0.909407761152778	-0.971169779305556	-0.959849821805556	-0.926616373333333	-0.923911565972222	-0.981716936388889	-0.974201690972222	-0.953758542777778	-0.925524703472222	-0.954219235555556	-0.945656808055556	-0.912562856666667	-0.941163951388889	-0.969570326944444	-0.954833264305556	-0.970918941666667	-0.974126068055556	-0.9589609575	-0.976833164027778	-0.95336692	-0.964698258611111	-0.942570240416667	-0.958030986944444	-0.960711254583333	-0.936965638611111	-0.929818990972222	-0.913267251263889	-0.962654791527778	-0.955635614444444	-0.946055840972222	-0.923552358194444	-0.976638980972222	-0.972789020833333
23	LAYING	-0.979427763472222	-0.994908984861111	-0.962959196805556	-0.957871990555555	-0.962959196805556	-0.957871990555555	-0.987010197361111	-0.986685651527778	-0.949418000972222	-0.957227585972222	-0.984557478611111	-0.981314831666667	-0.970037238333333	-0.982072295833333	-0.977515213888889	-0.952410957638889	-0.974304149166667	-0.972261283055556	-0.986204659166667	-0.988230264166667	-0.982415511805556	-0.987840852638889	-0.989995616944444	-0.985502011944444	-0.979676078055556	-0.96846913625	-0.984238807777778	-0.982665212638889	-0.954997309583333	-0.98531784125	-0.967747053194444	-0.958465695416667	-0.985905703888889	-0.986540200694444	-0.966239347916667	-0.959025538194444	-0.981846854305556	-0.98158514125
24	LAYING	-0.978091312777778	-0.992381595972222	-0.9718540425	-0.969354834166667	-0.9718540425	-0.969354834166667	-0.985529270555556	-0.983605927361111	-0.953791512638889	-0.957829934722222	-0.982780873888889	-0.978659102222222	-0.975893687083333	-0.980830362083333	-0.976634815694444	-0.965167081805556	-0.984571808472222	-0.973057781805556	-0.985998546805556	-0.982140613888889	-0.981549689583333	-0.988140517777778	-0.984124532361111	-0.983185637916667	-0.976570564027778	-0.966111980277778	-0.981093036111111	-0.984713284166667	-0.95779294875	-0.983602745694445	-0.973171068055556	-0.971063024027778	-0.983108084305556	-0.98328511625	-0.964001383472222	-0.961369084583333	-0.978596740694444	-0.980096981111111
25	LAYING	-0.971564323013699	-0.974242254520548	-0.56047777609589	-0.649254767945205	-0.56047777609589	-0.649254767945205	-0.962161355890411	-0.961931605342466	-0.809688545342466	-0.856017369726027	-0.969783262465753	-0.96830952260274	-0.929147371232877	-0.78494581909589	-0.816197953561644	-0.902547712465753	-0.67238425569863	-0.694100368012329	-0.972859085753425	-0.946802003561644	-0.962632674520548	-0.976423984657534	-0.948414293561644	-0.971885370136986	-0.890517539315068	-0.946259639315069	-0.924536860547945	-0.891308069041096	-0.932293334794521	-0.915467504246575	-0.774481943616438	-0.651353241643836	-0.96008314739726	-0.963601212876712	-0.910126993561644	-0.850661340684931	-0.96825160890411	-0.970457947534247
26	LAYING	-0.989063341973684	-0.993759841842105	-0.976785042368421	-0.964355190394737	-0.976785042368421	-0.964355190394737	-0.989970604210526	-0.989101949473684	-0.951863594736842	-0.965676821973684	-0.99219798	-0.989917354473684	-0.973262289210526	-0.983664034342105	-0.984923123552632	-0.967971891447368	-0.983317083947368	-0.984854487894737	-0.989224043947368	-0.987115080789474	-0.987308252236842	-0.990410106973684	-0.988238648552632	-0.989370490789474	-0.988386324868421	-0.983127999342105	-0.970171219605263	-0.990970119605263	-0.977491843421053	-0.971789046710526	-0.969269114078947	-0.966576631710526	-0.989138184473684	-0.987901463289474	-0.974305179605263	-0.96613921868421	-0.990430914078947	-0.989628012236842
27	LAYING	-0.993025877297297	-0.993296720540541	-0.982091652162162	-0.978920176216216	-0.982091652162162	-0.978920176216216	-0.988372773648649	-0.988586771351351	-0.966917594459459	-0.971915732837838	-0.994355043783784	-0.993484313243243	-0.980631846891892	-0.982915951891892	-0.987356589864865	-0.977615702567568	-0.984269087972973	-0.986582387972973	-0.986679572567568	-0.985257277297297	-0.988033129054054	-0.987477465405405	-0.986116008783784	-0.989901169864865	-0.987028539054054	-0.986795837297297	-0.979202019189189	-0.989382328918919	-0.983052318513513	-0.980096438108108	-0.981389017702703	-0.980296339054054	-0.988098902567568	-0.988174859594595	-0.979890667972973	-0.971806236756757	-0.993563778648649	-0.993552299324324
28	LAYING	-0.98039978225	-0.981418916	-0.95811223025	-0.9545740295	-0.95811223025	-0.9545740295	-0.978455341875	-0.973312647875	-0.93710692125	-0.928940913375	-0.978220270625	-0.96977327725	-0.9739308675	-0.958436369	-0.961115672375	-0.967324863875	-0.94200397775	-0.956770904875	-0.980013419	-0.978094827375	-0.970251565375	-0.98220590125	-0.981117467	-0.974530843125	-0.946804234625	-0.9658244555	-0.961164844875	-0.958092114	-0.957552988125	-0.966312024	-0.961035587625	-0.95756401875	-0.9734362485	-0.972336128625	-0.944218369375	-0.931675004125	-0.971830582375	-0.96931982125
29	LAYING	-0.997081575652174	-0.995380794637681	-0.986493196666667	-0.981572147681159	-0.986493196666667	-0.981572147681159	-0.992725367826087	-0.994646916811594	-0.971923623043478	-0.977040093043478	-0.997322526811594	-0.997666071594203	-0.986626999275362	-0.989034304057971	-0.989473926666667	-0.983432309130435	-0.990680395362319	-0.986378776086957	-0.992153982028986	-0.989398823913043	-0.992018447826087	-0.99254347826087	-0.990468082753623	-0.993107759855072	-0.99312260884058	-0.993696336521739	-0.976184322608696	-0.994652185217391	-0.992240785652174	-0.976858964492754	-0.986800645362319	-0.981599783623188	-0.993998275797101	-0.994366667681159	-0.98400134173913	-0.976679046231884	-0.997617389275362	-0.99758523057971
30	LAYING	-0.980357062142857	-0.980768874571429	-0.969829984285714	-0.960167907285714	-0.969829984285714	-0.960167907285714	-0.97923282	-0.969642290285714	-0.962284921142857	-0.951264441	-0.985086413428571	-0.976177142571429	-0.974789999285714	-0.959974274571429	-0.970321991714286	-0.977045260571429	-0.9535584	-0.967188198571429	-0.976887901571429	-0.971696279857143	-0.975632420428571	-0.980350748142857	-0.972434196714286	-0.982281553142857	-0.971789052714286	-0.968170332428571	-0.967577361142857	-0.974488400714286	-0.965134152428571	-0.972199238	-0.962840820428571	-0.964051810714286	-0.969949269571429	-0.968087778	-0.962001199	-0.952644449285714	-0.977821335571429	-0.975481548714286
1	SITTING	-0.989518068510638	-0.987935806382979	-0.948536786170213	-0.927078418723404	-0.948536786170213	-0.927078418723404	-0.987364195531915	-0.984120024042553	-0.93089249	-0.934531840425532	-0.991976341276596	-0.988308728510638	-0.979641238723404	-0.944084550425532	-0.959184889148936	-0.976412313191489	-0.917275006382979	-0.934469558085106	-0.986597022553191	-0.981579467021277	-0.986053092340425	-0.987492994468085	-0.982513909574468	-0.988339184893617	-0.976161464042553	-0.975838585319149	-0.951315544468085	-0.977904227021277	-0.962345042553192	-0.94391784106383	-0.947782922553192	-0.928444801702128	-0.985262126808511	-0.981606177446808	-0.958435589361702	-0.932198374893617	-0.989797547234043	-0.987049617234043
2	SITTING	-0.990889614782609	-0.985542325652174	-0.967893623913043	-0.953081444130435	-0.967893623913043	-0.953081444130435	-0.986774713043478	-0.984475868043478	-0.946035087173913	-0.961313624130435	-0.991081493913043	-0.989594919565217	-0.985803840652174	-0.957343498478261	-0.970162172608696	-0.98736209	-0.950073754130435	-0.956862864130435	-0.987848793695652	-0.977139702826087	-0.985129050217391	-0.989459107391304	-0.980804228478261	-0.988570804130435	-0.982621389565217	-0.982100923695652	-0.959814822391304	-0.986808501521739	-0.977356188695652	-0.963522659782609	-0.96127374826087	-0.955575602173913	-0.983874698913043	-0.984124185869565	-0.971840596086956	-0.961385745217391	-0.989861950869565	-0.989632908913043
3	SITTING	-0.978635908653846	-0.973751670576923	-0.895383350192308	-0.8703017	-0.895383350192308	-0.8703017	-0.969080752884615	-0.966550084230769	-0.919354372307692	-0.925518103807692	-0.977998051923077	-0.976772675961538	-0.970154440961538	-0.891907751346154	-0.917987925384615	-0.971605878461538	-0.8496556575	-0.864322464038462	-0.974950363461538	-0.954170151346154	-0.970845669423077	-0.976283534807692	-0.956461756730769	-0.9771595725	-0.957550637692308	-0.95617355	-0.934967958846154	-0.968013062884615	-0.939609988461538	-0.930633150769231	-0.904185725576923	-0.874626592115385	-0.965888891730769	-0.966568852884615	-0.946664943653846	-0.925449629	-0.977898105576923	-0.976689802692308
4	SITTING	-0.984441358	-0.9688048316	-0.93569482	-0.9144078448	-0.93569482	-0.9144078448	-0.9701322836	-0.9625491104	-0.9260633138	-0.928898293	-0.9804904618	-0.9758066902	-0.9774624984	-0.9057829318	-0.9517837432	-0.9819081892	-0.8894673494	-0.9269993168	-0.9768457126	-0.9442983908	-0.9751549056	-0.9787769122	-0.949293158	-0.9816994482	-0.9605896358	-0.9675836478	-0.9337768922	-0.973333107	-0.954120419	-0.9328683544	-0.929002095	-0.9198157096	-0.9625007338	-0.9615845194	-0.9487697524	-0.9288505544	-0.9765477634	-0.9762617538
5	SITTING	-0.975433911363636	-0.964878512727273	-0.9379783225	-0.920939027727273	-0.9379783225	-0.920939027727273	-0.969320155681818	-0.965757731590909	-0.934301646590909	-0.931414810454545	-0.973848287045455	-0.970392610454546	-0.977450812045455	-0.921434735681818	-0.946064216818182	-0.9825908425	-0.9022915301	-0.92184351	-0.976024951136364	-0.954237489772727	-0.969501330681818	-0.976530547272727	-0.954464442045455	-0.97602233	-0.957117251818182	-0.955460359318182	-0.938003425909091	-0.969390369318182	-0.947571471590909	-0.947346476590909	-0.936290604545455	-0.925669291136364	-0.964440302272727	-0.966545323409091	-0.944760322045455	-0.934746865454545	-0.971598370227273	-0.970675403409091
